Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,year_funding,month_funding
Rentickle,eCommerce,"Furniture, appliances Portal",Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed/Angel Funding,250000,2016,12
Zarget,Consumer Internet,Conversion Rate Optimization Platform,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private Equity,1500000,2016,12
SchoolWear,eCommerce,School Uniform & Supplies Marketplace,Mumbai,Undisclosed Investor,Seed/Angel Funding,1500000,2016,12
Zenify,Consumer Internet,Home rental Discovery & Booking Portal,Bangalore,Undisclosed Investor,Private Equity,900000,2016,12
Fractal Analytics,Technology,Data Analytics Company,Mumbai,Khazanah Nasional Berhad,Private Equity,100000000,2016,12
Unacademy,Consumer Internet,Free Online Education Platform,Bangalore,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed/Angel Funding,500000,2016,12
PurpleHealth,Consumer Internet,Online health-on-demand platform,Trivandrum,Katabole Technology Venture,Seed/Angel Funding,100000,2016,12
EduPristine,Education,Online Certification Courses,Mumbai,"Kaizen Management Advisors, DeVry Inc",Private Equity,10000000,2016,12
BhiveWorkspace,Real Estate,Co-Working Spaces,Bangalore,Blume Ventures,Private Equity,1000000,2016,12
TaxiVaxi,Consumer Internet,Cab Aggregating Platform,Delhi,Undisclosed Investor,Seed/Angel Funding,500000,2016,12
Goalwise,Consumer Internet,Online investment platform,Bangalore,Undisclosed Investor,Seed/Angel Funding,1000000,2016,11
Address Health,Healthcare,Pediatric Primary Healthcare Network,Bangalore,Gray Matters Capital,Private Equity,1500000,2016,11
Arcatron Mobility,Technology,Mobility Devices for differently abled,Pune,Sudhir Mehta,Seed/Angel Funding,100000,2016,11
Vahanalytics,Technology,Safe driving Analytics platform,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed/Angel Funding,200000,2016,11
CCavenue,Consumer Internet,Payment Gateway,Mumbai,NSI Infinium Global Pvt. Ltd,Private Equity,8900000,2016,11
Dil Mil,Consumer Internet,Matchmaking Mobile App,Bangalore,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Private Equity,2700000,2016,11
Hungama,Consumer Internet,Digital Media Entertainment Portal,Mumbai,Xiaomi Inc,Private Equity,25000000,2016,11
MyGlamm,Consumer Internet,Mobile based on-demand Beauty Services platform,Mumbai,L'Occitane,Private Equity,6000000,2016,11
Petoo,Consumer Internet,Online Food Delivery Platform,Bangalore,Axilor Ventures,Private Equity,1000000,2016,11
imedilane,Consumer Internet,Online Health Diagnosis platform,Delhi,"Mahendra Patel, Nilender Chauhan",Seed/Angel Funding,40000,2016,11
Living Local,Consumer Internet,Social discovery platform,Mumbai,Rattan Chadha,Seed/Angel Funding,200000,2016,11
Oyo,Consumer Internet,Online Branded Budget Room Booking Service,Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",Private Equity,100000000,2016,11
PriceRaja,Consumer Internet,Price Comparison Portal,Gurugram,Prashant Puri,Seed/Angel Funding,300000,2016,11
MagicX,Consumer Internet,On-Demand Task Management App,Bangalore,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed/Angel Funding,1000000,2016,11
kredX,eCommerce,Invoice discounting\\xc2\\xa0 Marketplace,Bangalore,"Prime Venture Partners,",Seed/Angel Funding,750000,2016,11
BeaconsTalk,Technology,contextual mobile advertising,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed/Angel Funding,100000,2016,11
Vyomo,Consumer Internet,On-Demand Beauty Service provider,Delhi,Naturals Salon Chain,Private Equity,15000000,2016,11
NestAway,Consumer Internet,Furnished Home Rental Platform,Bangalore,Tiger Global,Private Equity,30000000,2016,11
Tapchief,Consumer Internet,Expert Advice Platform,Bangalore,Vijay Shekhar Sharma,Seed/Angel Funding,150000,2016,11
Betaout,eCommerce,customer intelligence and marketing automation platform,Noida,"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels",Private Equity,1500000,2016,11
1mg,eCommerce,Online Pharmacy,Gurugram,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Private Equity,15000000,2016,11
Licious,eCommerce,Mobile based Meat ordering App,Bangalore,Mayfield India II Management Ltd,Private Equity,3000000,2016,11
Dropkaffe,Food & Beverage,Ready-to-Drink Beverage Producer,Bangalore,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed/Angel Funding,550000,2016,11
Transerv,Consumer Internet,Digital Payments platform,Mumbai,"IDFC SPICE Fund, Micromax Informatics",Private Equity,15000000,2016,11
ClearTax,Consumer Internet,Online filing of Tax returns,Bangalore,"Max Levchin, Scott Banister",Private Equity,1300000,2016,11
Roposo,eCommerce,Social Fashion ECommerce Discovery platform,Gurugram,Bertelsmann India Investments,Private Equity,15000000,2016,11
ICHR,Consumer Internet,Mobile based Children health Information app,Delhi,Undisclosed Investor,Seed/Angel Funding,450000,2016,11
DocsApp,Consumer Internet,Online Doctor Discovery & Chat platform,Bangalore,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",Private Equity,1200000,2016,11
Impact Guru,Consumer Internet,Online Crowdfunding platform for NGOs & Social Projects,Mumbai,"RB Investments, Fundnel",Seed/Angel Funding,500000,2016,11
LetReach,eCommerce,ECommerce SAAS Solutions,Delhi,vCommission,Private Equity,100000,2016,11
MoMark,Consumer Internet,Mobile Wallet Aggregation platform,Noida,YourNest Angel Fund,Private Equity,600000,2016,11
Shouut,Consumer Internet,Social Discovery Mobile app,Delhi,Undisclosed Investor,Seed/Angel Funding,500000,2016,11
Reach,Consumer Internet,Cross Platform P2P file sharing mobile app,Bangalore,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed/Angel Funding,500000,2016,11
Vanity Cube,Consumer Internet,Hyperlocal Beauty Services platform,Delhi,Unicorn Ventures,Seed/Angel Funding,250000,2016,11
LoveCycles,Consumer Internet,Women\\xe2\\x80\\x99s health Tracker,Bangalore,Prime Venture Partners,Seed/Angel Funding,750000,2016,11
Kartrocket,eCommerce,ECommerce SAAS platform,Delhi,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Private Equity,8000000,2016,11
dunzo,Consumer Internet,Daily Task Management App,Bangalore,"Aspada Investment Advisors, Blume Ventures.",Seed/Angel Funding,650000,2016,11
SmartVizX,Technology,Virtual Reality Solutions,Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed/Angel Funding,500000,2016,11
MyGubbi,Real Estate,Interior Design & Home D\\xc3\\xa9cor Solutions,Bangalore,"Vipul Parekh, ajesh K Murthy,",Seed/Angel Funding,2500000,2016,11
Nukkad Shops,Consumer Internet,Hyperlocal Grocery Delivery Service,Hyderabad,PurpleTalk Inc,Seed/Angel Funding,1000000,2016,11
Justride,Consumer Internet,Self Drive Car Rental,Mumbai,Dheeraj Jain & Other angel investors,Seed/Angel Funding,400000,2016,11
Big Fish Ventures,Food & Beverage,premium dining lounges Chain,Delhi,Undisclosed Investor,Private Equity,11100000,2016,11
Icertis,Technology,Contract Management Software Solutions platform,Pune,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Private Equity,15000000,2016,11
Supplified,eCommerce,Construction material eTailer,Delhi,Mohit Goel,Seed/Angel Funding,1000000,2016,11
TruckingCube,Logistics,"Domestic, Commercial, and Industrial Goods Movers",Delhi,Agarwal Movers Group,Private Equity,14900000,2016,11
Proximit,Technology,Advertising Technology,Pune,Funding through 1Crowd platform,Seed/Angel Funding,150000,2016,10
Gapoon,Consumer Internet,Hyperlocal Home Maintenance services,Bangalore,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed/Angel Funding,180000,2016,10
Wealthy,Consumer Internet,Online Investment management portal,Bangalore,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed/Angel Funding,250000,2016,10
Pramati,Healthcare,Specialized Patient Care platform,Noida,Undisclosed Investor,Seed/Angel Funding,200000,2016,10
Liftiee,Consumer Internet,Car/ bike Pooling App,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed/Angel Funding,108000,2016,10
Hello Curry,Food & Beverage,Quick Service Restaurant Chain,Hyderabad,Sashi Reddi & Other unnamed investors,Private Equity,1500000,2016,10
goSporto,Consumer Internet,Online Sports discovery and booking platform,Delhi,Naveen Gupta,Seed/Angel Funding,30000,2016,10
Byju\\xe2\\x80\\x99s,Consumer Internet,Educational Video Content Creator,Bangalore,"Sequoia India, Sofina",Private Equity,75000000,2016,10
BigBasket,eCommerce,Online Grocery Shop,Bangalore,Abraaj Group,Private Equity,150000000,2016,10
DrivoJoy,Consumer Internet,On-demand 2-wheeler Servicing platform,Bangalore,"Indian Angel Network, Tracxn Labs & Others",Seed/Angel Funding,600000,2016,10
eKincare,Consumer Internet,Healthcare related solutions,Hyderabad,"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",Private Equity,330000,2016,10
Horntell,Consumer Internet,Unified Push Notification service,Gurugram,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed/Angel Funding,150000,2016,10
Babygogo,Consumer Internet,Child healthcare experts aggregator mobile app,Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",Seed/Angel Funding,300000,2016,10
Veritas Finance,Finance,Asset Based Lending platform,Chennai,Sarva Capital,Private Equity,4700000,2016,10
QikShip,Consumer Internet,Mobile based Logistics provider,Delhi,Undisclosed Investor,Seed/Angel Funding,200000,2016,10
FixNix,Consumer Internet,GRC SAAS Platform,Chennai,Jay Vijayan,Seed/Angel Funding,500000,2016,10
Altizone,Technology,IoT & M2M Solutions,Pune,"Wipro Ventures,\\xc2\\xa0 Lumis Partners",Private Equity,4000000,2016,10
Strike,Consumer Internet,Mobile Email productivity tool,Bangalore,Multiple investors through Ten Minute Million competition,Seed/Angel Funding,22500,2016,10
Gamooz,Technology,Augmented Reality Solutions,Gurugram,Multiple investors through Ten Minute Million competition,Seed/Angel Funding,22500,2016,10
Mazkara,Consumer Internet,Beauty & Wellness Platform,Pune,Dunamis Ventures Pte Ltd.,Seed/Angel Funding,1000000,2016,10
Woodpie,Consumer Internet,Book Recommendation Service,Bangalore,Ingram Content Group,Seed/Angel Funding,30000,2016,10
Perfumery,eCommerce,Fragrances & Perfume eTailer,Delhi,Oranda Global & Others,Seed/Angel Funding,30000,2016,10
ZenDrive,Technology,Safe Driving Data & Analytics platform,Bangalore,"Sherpa Capital, Nyca Partners and Thomvest Ventures",Private Equity,13500000,2016,10
Gingercrush,eCommerce,Personalized Products & Merchandize eTailer,Vadodara,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",Private Equity,1000000,2016,10
iStyleYou,Consumer Internet,Personal Fashion Stylist App,Gurugram,Green House Ventures (GHV),Seed/Angel Funding,100000,2016,10
AdUrCup,Consumer Internet,Ad Network,Delhi,Green House Ventures (GHV),Seed/Angel Funding,100000,2016,10
Xpressbees,eCommerce,ECommerce Logistics solutions,Pune,"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",Private Equity,12500000,2016,10
Anandakanda,Technology,Medicine Intake Reminder System,Pune,Undisclosed Investor,Seed/Angel Funding,150000,2016,10
ActOnMagic,Technology,Cloud Analytics and Management Products,Bangalore,Jayabalan Subramanian,Seed/Angel Funding,125000,2016,10
Bonhomia,Food & Beverage,premium Tea and Coffee,Delhi,"Alok Rawat, Grey Orange Robotics",Seed/Angel Funding,1000000,2016,10
Aasaanjobs,Consumer Internet,Online Recruitment Marketplace,Mumbai,"Aspada Advisors, IDG Ventures,\\xc2\\xa0 Inventus Capital",Private Equity,5000000,2016,10
GoYaNo,Consumer Internet,Events & Restaurant Discovery Marketplace App,Gurugram,Mukesh Kumar Gupta,Seed/Angel Funding,50000,2016,10
RentSher,Consumer Internet,Online Household Product Rental platform,Bangalore,"Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah",Seed/Angel Funding,300000,2016,10
Buddy,Finance,Micro Lending Platform for eCommerce purchases,Bangalore,"Blume Ventures,\\xc2\\xa0 Tracxn Labs",Seed/Angel Funding,500000,2016,10
GameZop,Technology,Mobile Gaming Platform,Delhi,"KWAN Entertainment & Marketing Solutions, Powerhouse Ventures & Others",Seed/Angel Funding,350000,2016,10
Avanti Learning,Education,Private Coaching Classes,Delhi,Michael & Susan Dell Foundation,Private Equity,5000000,2016,10
HealthKumbh,Consumer Internet,Health related Information portal,Ahmedabad,Undisclosed Investor,Seed/Angel Funding,73000,2016,10
Careongo,eCommerce,Online Pharmacy store,Delhi,Farooq Oomerbhoy & Other angel investors,Seed/Angel Funding,300000,2016,10
Ark Robot,Technology,Warehouse Automation,Bangalore,Qualcomm (Through QPrize Contest),Seed/Angel Funding,350000,2016,10
Baby Berry,Consumer Internet,Parenting Mobile app,Bangalore,Nitin Bagmane & Other undisclosed investors,Seed/Angel Funding,1000000,2016,10
Magicpin,Consumer Internet,Hyperlocal Discover Mobile App,Delhi,Lightspeed India,Private Equity,3000000,2016,10
Taskbob,Consumer Internet,Hyperlocal Handyman services platform,Mumbai,"IvyCap Ventures, Orios Venture Partners, Mayfield India",Private Equity,4500000,2016,10
Styledotme,Consumer Internet,Mobile Fashion App,Delhi,Indian Angel Network,Seed/Angel Funding,37000,2016,10
CupoNation,Consumer Internet,Deals and Discount platform,Gurugram,"Rocket Internet AG, Holtzbrink Ventures, New Enterprise Associates (NEA), e.ventures, ru-Net, Deutsche Telekom Strategic Investments (DTSI), Silicon Valley Bank",Private Equity,11000000,2016,10
Sayfix,Consumer Internet,Hyperlocal Home Services Provider,Bangalore,Yajnanarayana Kammaje,Seed/Angel Funding,160000,2016,10
AppilyEver,Consumer Internet,Online wedding services marketplace,Hyderabad,"Varun Aggarwal, Suresh Venkat, Raj Y",Seed/Angel Funding,400000,2016,10
Pocketin,Consumer Internet,Hotel reservations & Deal platform,Noida,Swastika Company Ltd,Seed/Angel Funding,150000,2016,10
OfBusiness,eCommerce,B2B commerce Marketplace,Gurugram,Matrix Partners India,Private Equity,5000000,2016,10
Juspay,Consumer Internet,Digital Payments solutions,Bangalore,"Accel Partners, Ashish Hemrajani, Parikshit Dar, Rajesh Balpande",Private Equity,5800000,2016,10
Funcart,eCommerce,Party Supplies Etailer,Delhi,Undisclosed Investor,Seed/Angel Funding,70000,2016,10
EduBridge,Consumer Internet,Skill development and vocational training platform,Mumbai,"Insitor Impact Asia Fund, Acumen Fund",Private Equity,2500000,2016,9
Sensara,Technology,"TV Search, Guide and Remote mobile app",Bangalore,"Lalitesh Katragadda,\\xc2\\xa0 Ganayantrika Systems",Seed/Angel Funding,750000,2016,9
Zebpay,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,"Arjun Handa, Amit Jindal, Nagendra Chaudhary",Private Equity,1000000,2016,9
MyCity4Kids,Education,Children Education & Information platform,Gurugram,"SIDBI Venture Capital Limited, YourNest Angel Fund",Private Equity,3000000,2016,9
Justdakhila.com,Education,School Student admissions platform,Delhi,Ankur Gupta,Seed/Angel Funding,750000,2016,9
Infurnia,Consumer Internet,Online Furniture Customization platform,Bangalore,Idein Ventures,Seed/Angel Funding,160000,2016,9
Myly,Education,Mobile Based Education platform,Jaipur,Newbie Promoter Pvt Ltd,Seed/Angel Funding,100000,2016,9
MakeMyTrip,Consumer Internet,Online Travel/Hotel Booking platform,Gurugram,Ctrip.com International Ltd,Private Equity,180000000,2016,9
Melorra,eCommerce,Online/ Mobile Jewellery Retailer,Bangalore,Lightbox Ventures,Private Equity,5000000,2016,9
ConfirmTKT,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,"Krishna Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others",Seed/Angel Funding,250000,2016,9
Gyaanzone,Education,Career Planning and Education Advisory Platform,Mumbai,GBIM Technologies Pvt Ltd,Seed/Angel Funding,45000,2016,9
SavvyMob,eCommerce,Last Minute Hotel Bookings mobile marketplace,Bangalore,"TV Mohandas Pai, LetsVenture",Seed/Angel Funding,1000000,2016,9
Shopclues,eCommerce,ECommerce Marketplace,Gurugram,"GIC, Tiger Global Management, Nexus Venture Partners",Private Equity,100000000,2016,9
Happy2Refer,Consumer Internet,Mobile based Referral Platform,Mumbai,"Equity Crest, Vinners, Sparknext",Seed/Angel Funding,250000,2016,9
CarTrade,Consumer Internet,Auto Classifieds Portal,Mumbai,"Temasek Holdings, March Capital, Warburg Pincus",Private Equity,145000000,2016,9
Rentomo,Consumer Internet,peer-to-peer renting Marketplace,Bangalore,Shiva Ashok & Other unnamed investors,Seed/Angel Funding,100000,2016,9
Roder,Consumer Internet,inter-city cab aggregator,Delhi,Unicorn India Ventures,Seed/Angel Funding,240000,2016,9
Kartrocket,Consumer Internet,SAAS DIY\\xc2\\xa0 ECommerce Platform,Delhi,"Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding, 500 Startups",Private Equity,6000000,2016,9
DailyObjects,eCommerce,Mobile Accessories etailer,Delhi,"Unilazer Fund,\\xc2\\xa0 Phanindra Sama, Peyush Bansal",Private Equity,1400000,2016,9
CollegeDunia,Consumer Internet,Educational College Search platform,Delhi,Umang Kumar,Seed/Angel Funding,445000,2016,9
Villgro,Finance,Social Business Incubator & Fund,Chennai,"Lemelson Foundation, Michael and Susan Dell Foundation",Private Equity,3500000,2016,9
IndustryBuying,eCommerce,B2B Industrial Goods Marketplace,Delhi,Trifecta Capital,Private Equity,1800000,2016,9
Just Buy Live,eCommerce,B2B Marketplace for Distributors,Mumbai,Alpha Capital,Private Equity,20000000,2016,9
IMbesharam,eCommerce,Adult Products Etailers,Delhi,Undisclosed US Based Investors,Private Equity,4000000,2016,9
Moodoo,Consumer Internet,Social Meeting organizer App,Mumbai,Sa\\xc3\\xafd Business School Seed Fund.,Seed/Angel Funding,40000,2016,9
Easypolicy,Consumer Internet,Online insurance policy aggregator,Noida,Unilazer Ventures,Private Equity,2200000,2016,9
CREO,Technology,Smartphone OS Developer,Bangalore,"Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran",Private Equity,3000000,2016,9
SnapBizz,eCommerce,Mobile based Retail Market Ecosystem,Bangalore,"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures",Private Equity,7200000,2016,9
EPS,Technology,Electronic Payments Solution Company,Mumbai,APIS Partners,Private Equity,35000000,2016,9
Qubole,Technology,Enterprise Cloud Based Data Processing,Bangalore,"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",Private Equity,30000000,2016,9
SIFTR Labs,Consumer Internet,Photography curation & Aggregator platform,Mumbai,Venture Catalysts,Seed/Angel Funding,150000,2016,9
Power2SME,Consumer Internet,SME Online Buying Hub,Gurugram,"Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital",Private Equity,21000000,2016,9
Applicate,Technology,"Sales, Market, Distribution & Data Analytics Platform",Bangalore,Undisclosed Investor,Seed/Angel Funding,1000000,2016,9
Zebi (yet to launch),Technology,Data Intelligence & Analytics,Hyderabad,Un disclosed investors,Seed/Angel Funding,1000000,2016,9
Truce,FMCG,Vegetables & Fruits Supply Chain,Mumbai,"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam",Seed/Angel Funding,370000,2016,9
Qriyo,Consumer Internet,Online Fitness & Educational information Aggregator,Jodhpur,Idein Ventures,Seed/Angel Funding,160000,2016,9
